CustomerID,Tenure,MonthlySpend,ContractType,SubscriptionPlan,LoginFrequency,SupportTickets,ChurnRisk,ChurnStatus
CUST_1322,6,39.76213990056956,Yearly,Basic,11,1,0.027189300497152208,0
CUST_1323,7,40.29905568075819,Two-Year,Basic,13,1,0.025504721596209062,0
CUST_1324,9,31.85169167761859,Two-Year,Basic,6,1,0.06974154161190707,0
CUST_1325,13,78.06028944658892,Monthly,Enterprise,11,1,-0.1573014472329446,0
CUST_1326,14,34.322265502901175,Two-Year,Basic,12,1,0.06238867248549412,0
CUST_1327,13,44.97791571283182,Monthly,Basic,12,1,0.008110421435840898,0
CUST_1328,13,91.82813837044776,Monthly,Enterprise,9,1,-0.22614069185223878,0
CUST_1329,14,6.7536759177184065,Yearly,Basic,8,1,0.200231620411408,0
CUST_1330,20,27.098371732620123,Yearly,Basic,4,1,0.1045081413368994,0
CUST_1331,13,91.82574108085164,Monthly,Enterprise,11,1,-0.22612870540425817,0
CUST_1332,13,89.03039980639973,Monthly,Enterprise,19,1,-0.2121519990319986,0
CUST_1333,9,47.90611354573362,Two-Year,Enterprise,6,1,-0.010530567728668089,0
CUST_1334,10,18.236973388565573,Monthly,Basic,7,1,0.13881513305717214,0
CUST_1335,18,35.360859567015744,Two-Year,Basic,9,1,0.06119570216492129,0
CUST_1336,13,40.96918855343605,Two-Year,Basic,7,1,0.028154057232819774,0
CUST_1337,17,48.376474785773276,Monthly,Enterprise,15,1,-0.004882373928866396,0
CUST_1338,13,85.17273166570688,Yearly,Enterprise,13,1,-0.19286365832853436,0
CUST_1339,11,7.6224739207129675,Two-Year,Basic,6,1,0.19288763039643517,0
CUST_1340,10,6.12036560387552,Yearly,Basic,0,1,0.1993981719806224,0
CUST_1341,19,21.00950790976326,Yearly,Basic,7,1,0.1339524604511837,0
CUST_1342,8,46.53690039867569,Monthly,Enterprise,13,1,-0.004684501993378443,0
CUST_1343,10,13.757126576439346,Monthly,Basic,2,1,0.1612143671178033,0
CUST_1344,20,23.334172349824204,Yearly,Basic,4,1,0.123329138250879,0
CUST_1345,12,88.07445156610876,Two-Year,Enterprise,15,1,-0.2083722578305438,0
CUST_1346,8,12.886069121524898,Two-Year,Basic,5,1,0.16356965439237553,1
CUST_1347,12,153.17361887411153,Yearly,Premium,19,1,-0.5338680943705576,0
CUST_1348,10,8.779789969019365,Yearly,Basic,6,1,0.1861010501549032,0
CUST_1349,28,71.03364339905293,Yearly,Enterprise,9,1,-0.10716821699526463,0
CUST_1350,12,74.77231462347174,Two-Year,Enterprise,7,1,-0.1418615731173587,0
CUST_1351,13,68.6027345610601,Yearly,Enterprise,14,1,-0.1100136728053005,0
CUST_1352,12,76.401824939294,Monthly,Enterprise,16,1,-0.15000912469647,0
CUST_1353,8,40.84481687060075,Two-Year,Basic,11,1,0.023775915646996243,0
CUST_1354,8,30.350900854710616,Monthly,Basic,6,1,0.07624549572644694,0
CUST_1355,19,119.65260738512855,Yearly,Premium,15,1,-0.3592630369256427,0
CUST_1356,7,36.323196141199965,Monthly,Basic,11,1,0.04538401929400018,0
CUST_1357,15,31.89771841645938,Monthly,Basic,7,1,0.0755114079177031,0
CUST_1358,9,75.56277256737047,Yearly,Enterprise,17,1,-0.14881386283685233,0
CUST_1359,13,27.497324852755963,Monthly,Basic,9,1,0.09551337573622021,0
CUST_1360,10,17.038930676319737,Yearly,Basic,4,1,0.14480534661840133,0
CUST_1361,21,44.057072071087426,Yearly,Basic,8,1,0.020714639644562854,0
CUST_1362,10,28.753634612883626,Monthly,Basic,12,1,0.08623182693558189,0
CUST_1363,8,92.24332926306391,Two-Year,Enterprise,18,1,-0.23321664631531952,0
CUST_1364,12,12.962780165874454,Yearly,Basic,4,1,0.16718609917062774,0
CUST_1365,9,80.57996825279955,Two-Year,Enterprise,11,1,-0.1738998412639977,0
CUST_1366,13,16.675239392013108,Monthly,Basic,5,1,0.14962380303993447,0
CUST_1367,14,48.32588646477702,Yearly,Enterprise,9,1,-0.007629432323885105,0
CUST_1368,10,26.981616048186098,Yearly,Basic,11,1,0.09509191975906953,1
CUST_1369,9,14.798592537250302,Yearly,Basic,7,1,0.15500703731374849,1
CUST_1370,12,64.8126834642208,Yearly,Enterprise,14,1,-0.09206341732110396,0
CUST_1371,16,52.82690682320962,Yearly,Enterprise,11,1,-0.028134534116048077,0
CUST_1372,14,34.15064362847003,Monthly,Basic,10,1,0.06324678185764987,0
CUST_1373,14,86.49576638451391,Two-Year,Enterprise,19,1,-0.19847883192256954,0
CUST_1374,13,100.95102762342805,Monthly,Premium,27,1,-0.2717551381171402,0
CUST_1375,11,71.640136576338,Two-Year,Enterprise,13,1,-0.12720068288168995,0
CUST_1376,15,101.97163599287438,Monthly,Premium,11,1,-0.27485817996437184,0
CUST_1377,13,55.18349193740097,Monthly,Enterprise,11,1,-0.04291745968700486,0
CUST_1378,25,12.751751566046366,Monthly,Basic,10,1,0.1812412421697682,0
CUST_1379,11,32.43089941341285,Two-Year,Basic,10,1,0.06884550293293573,0
CUST_1380,20,33.53870446591388,Monthly,Basic,4,1,0.07230647767043058,0
CUST_1381,20,118.05609142310442,Monthly,Premium,14,1,-0.3502804571155221,0
CUST_1382,14,88.14745924904574,Monthly,Enterprise,17,1,-0.20673729624522869,0
CUST_1383,23,71.72668033876352,Monthly,Enterprise,14,1,-0.11563340169381753,0
CUST_1384,16,84.65260859922302,Monthly,Enterprise,19,1,-0.18726304299611501,0
CUST_1385,16,5.07143992850466,Monthly,Basic,3,1,0.2106428003574767,1
CUST_1386,9,14.851082364818414,Monthly,Basic,4,1,0.15474458817590797,0
CUST_1387,9,43.918752759654495,Monthly,Basic,11,1,0.009406236201727536,0
CUST_1388,12,5.731248247302615,Two-Year,Basic,3,1,0.20334375876348693,0
CUST_1389,16,86.56778175552586,Yearly,Enterprise,20,1,-0.19683890877762927,0
CUST_1390,8,114.16022053852932,Monthly,Premium,18,1,-0.3428011026926466,0
CUST_1391,13,4.8220570244323975,Monthly,Basic,6,1,0.20888971487783803,0
CUST_1392,11,52.91876379025718,Yearly,Enterprise,14,1,-0.03359381895128591,0
CUST_1393,11,13.841241341743826,Two-Year,Basic,9,1,0.16179379329128088,0
CUST_1394,8,12.125760492987574,Yearly,Basic,7,1,0.16737119753506213,0
CUST_1395,12,21.70559885788861,Yearly,Basic,10,1,0.12347200571055696,0
CUST_1396,13,81.3334308558152,Monthly,Enterprise,12,1,-0.17366715427907592,0
CUST_1397,25,39.27337586275313,Monthly,Basic,14,1,0.04863312068623435,0
CUST_1398,10,11.209281531511383,Two-Year,Basic,7,1,0.1739535923424431,0
CUST_1399,14,40.885371533903005,Two-Year,Basic,12,1,0.029573142330484997,0
CUST_1400,11,59.182465774593126,Yearly,Enterprise,10,1,-0.06491232887296561,0
CUST_1401,15,25.678189582055765,Two-Year,Basic,5,1,0.10660905208972118,0
CUST_1402,16,4.363474091867967,Two-Year,Basic,5,1,0.21418262954066017,0
CUST_1403,11,54.11635694591226,Yearly,Enterprise,9,1,-0.03958178472956128,0
CUST_1404,15,19.090943283362783,Yearly,Basic,7,1,0.1395452835831861,0
CUST_1405,14,50.57225933975431,Yearly,Enterprise,14,1,-0.01886129669877154,0
CUST_1406,9,42.876438487277305,Yearly,Basic,11,1,0.014617807563613472,0
CUST_1407,10,29.01383863569479,Yearly,Basic,9,1,0.08493080682152608,0
CUST_1408,9,1.746373740450246,Yearly,Basic,4,1,0.22026813129774878,0
CUST_1409,12,27.16866726032053,Monthly,Basic,8,1,0.09615666369839737,0
CUST_1410,10,33.788330578490914,Yearly,Basic,11,1,0.06105834710754543,0
CUST_1411,11,21.94569639770326,Monthly,Basic,4,1,0.12127151801148371,0
CUST_1412,18,48.01461121209534,Monthly,Enterprise,13,1,-0.0020730560604767245,0
CUST_1413,11,53.30774854412439,Yearly,Enterprise,14,1,-0.035538742720621935,0
CUST_1414,9,35.61681087655641,Yearly,Basic,9,1,0.05091594561721796,0
CUST_1415,17,24.826027010837148,Two-Year,Basic,11,1,0.11286986494581427,1
CUST_1416,8,20.094113649402782,Yearly,Basic,9,1,0.1275294317529861,0
CUST_1417,25,67.54408783625891,Monthly,Enterprise,11,1,-0.09272043918129452,0
CUST_1418,12,26.352957267094045,Monthly,Basic,9,1,0.10023521366452978,0
CUST_1419,11,36.067407467317715,Monthly,Basic,6,1,0.05066296266341144,0
CUST_1420,11,41.61721390183934,Yearly,Basic,14,1,0.022913930490803286,0
CUST_1421,18,80.67735426880728,Two-Year,Enterprise,10,1,-0.16538677134403634,0
CUST_1422,13,54.30369509760492,Yearly,Enterprise,14,1,-0.03851847548802459,0
CUST_1423,11,90.44639560151634,Two-Year,Enterprise,13,1,-0.2212319780075817,0
CUST_1424,11,62.362009420175255,Monthly,Enterprise,7,1,-0.08081004710087625,0
CUST_1425,9,106.72636546643068,Monthly,Premium,13,1,-0.3046318273321534,0
CUST_1426,11,49.68926456717628,Monthly,Enterprise,5,1,-0.017446322835881406,0
CUST_1427,8,7.3327133763079,Monthly,Basic,12,1,0.19133643311846052,0
CUST_1428,11,84.51729143415106,Yearly,Enterprise,11,1,-0.1915864571707553,0
CUST_1429,14,65.71997092913007,Monthly,Enterprise,14,1,-0.0945998546456503,0
CUST_1430,7,15.169474434624435,Two-Year,Basic,6,1,0.15115262782687783,1
CUST_1431,24,20.317486577296687,Monthly,Basic,8,1,0.14241256711351657,1
CUST_1432,8,9.73543627257866,Monthly,Basic,8,1,0.17932281863710672,1
CUST_1433,14,76.96042912467264,Two-Year,Enterprise,12,1,-0.1508021456233632,0
CUST_1434,10,36.34242527768638,Yearly,Basic,9,1,0.04828787361156811,0
CUST_1435,13,142.61965801603048,Yearly,Premium,21,1,-0.4800982900801524,0
CUST_1436,8,31.915145297272957,Monthly,Basic,6,1,0.06842427351363523,0
CUST_1437,7,62.003979397725054,Monthly,Enterprise,11,1,-0.08301989698862522,0
CUST_1438,7,23.62107158488286,Yearly,Basic,9,1,0.10889464207558572,0
CUST_1439,10,49.4934469569262,Yearly,Enterprise,16,1,-0.017467234784630997,0
CUST_1440,10,36.09402728625108,Yearly,Basic,17,1,0.049529863568744614,0
CUST_1441,14,14.625095460808483,Yearly,Basic,6,1,0.1608745226959576,0
CUST_1442,6,18.37766216458089,Monthly,Basic,7,1,0.13411168917709557,0
CUST_1443,10,47.49391143234986,Monthly,Enterprise,11,1,-0.007469557161749296,0
CUST_1444,8,75.79648754919467,Yearly,Enterprise,6,1,-0.1509824377459733,0
CUST_1445,16,80.6538026445988,Monthly,Enterprise,10,1,-0.16726901322299398,0
CUST_1446,11,22.879572312927962,Two-Year,Basic,3,1,0.1166021384353602,0
CUST_1447,14,34.55260787479199,Yearly,Basic,9,1,0.06123696062604006,0
CUST_1448,11,62.41621249514616,Two-Year,Enterprise,10,1,-0.08108106247573077,0
CUST_1449,9,43.81455975849203,Monthly,Basic,16,1,0.009927201207539843,0
CUST_1450,8,40.59705122471616,Monthly,Basic,9,1,0.025014743876419193,0
CUST_1451,13,105.22719466357803,Yearly,Premium,15,1,-0.29313597331789015,0
CUST_1452,18,37.54552484306367,Yearly,Basic,7,1,0.05027237578468166,0
CUST_1453,11,30.45500031974038,Monthly,Basic,9,1,0.07872499840129814,0
CUST_1454,17,81.0925802015959,Monthly,Enterprise,15,1,-0.16846290100797945,0
CUST_1455,14,22.786476525260458,Monthly,Basic,12,1,0.12006761737369773,0
CUST_1456,9,118.45911974507632,Yearly,Premium,18,1,-0.3632955987253816,0
CUST_1457,9,30.850775245172375,Two-Year,Basic,13,1,0.07474612377413814,0
CUST_1458,8,56.56178568154305,Two-Year,Enterprise,5,1,-0.05480892840771523,0
CUST_1459,12,19.077412497836256,Two-Year,Basic,5,1,0.1366129375108187,0
CUST_1460,7,106.09389382020554,Monthly,Premium,14,1,-0.3034694691010276,0
CUST_1461,7,107.38632215345507,Yearly,Premium,19,1,-0.3099316107672753,0
CUST_1462,10,63.12453110953483,Yearly,Enterprise,7,1,-0.08562265554767412,0
CUST_1463,7,24.88255444907807,Monthly,Basic,7,1,0.10258722775460966,0
CUST_1464,12,32.48161208501315,Yearly,Basic,12,1,0.06959193957493429,0
CUST_1465,12,21.331988708856723,Monthly,Basic,7,1,0.1253400564557164,0
CUST_1466,10,76.4629019425473,Monthly,Enterprise,10,1,-0.15231450971273647,0
CUST_1467,13,76.37112442144482,Monthly,Enterprise,18,1,-0.14885562210722408,0
CUST_1468,7,36.28798701409494,Monthly,Basic,3,1,0.0455600649295253,0
CUST_1469,11,44.47513313128254,Monthly,Basic,13,1,0.008624334343587309,0
CUST_1470,15,14.353015779381254,Yearly,Basic,4,1,0.16323492110309373,0
CUST_1471,7,18.04737380180475,Two-Year,Basic,6,1,0.13676313099097626,0
CUST_1472,13,56.42059995654067,Yearly,Enterprise,18,1,-0.049102999782703355,0
CUST_1473,10,59.18212199467725,Yearly,Enterprise,18,1,-0.06591060997338621,0
CUST_1474,14,33.452033893041325,Monthly,Basic,5,1,0.06673983053479338,0
CUST_1475,14,22.96690777826681,Monthly,Basic,5,1,0.11916546110866597,0
CUST_1476,11,16.658844069697228,Yearly,Basic,5,1,0.14770577965151388,0
CUST_1477,16,15.401967113437493,Two-Year,Basic,8,1,0.15899016443281255,0
CUST_1478,8,54.290337440918854,Two-Year,Enterprise,16,1,-0.043451687204594275,0
CUST_1479,11,97.65028881266885,Yearly,Enterprise,14,1,-0.2572514440633442,0
CUST_1480,9,161.28966964851435,Yearly,Premium,12,1,-0.5774483482425716,0
CUST_1481,7,110.48031922980792,Yearly,Premium,18,1,-0.3254015961490396,0
CUST_1482,6,86.06250634626377,Two-Year,Enterprise,11,1,-0.20431253173131886,0
CUST_1483,11,15.948917743096796,Two-Year,Basic,4,1,0.15125541128451603,1
CUST_1484,14,74.85195333492595,Yearly,Enterprise,16,1,-0.14025976667462975,0
CUST_1485,14,20.851084374035487,Monthly,Basic,5,1,0.12974457812982257,0
CUST_1486,13,26.559161684103778,Yearly,Basic,8,1,0.10020419157948113,0
CUST_1487,15,48.991217115057935,Monthly,Enterprise,8,1,-0.00995608557528968,0
CUST_1488,9,23.099787417566603,Monthly,Basic,7,1,0.11350106291216701,0
CUST_1489,10,23.36850945644743,Yearly,Basic,10,1,0.11315745271776285,0
CUST_1490,17,124.52753771013924,Yearly,Premium,19,1,-0.3856376885506962,0
CUST_1491,11,105.27528576662534,Monthly,Premium,14,1,-0.2953764288331267,0
CUST_1492,17,30.095950629373863,Yearly,Basic,6,1,0.08652024685313069,0
CUST_1493,9,20.57971733529154,Yearly,Basic,6,1,0.1261014133235423,0
CUST_1494,8,21.874955716979752,Monthly,Basic,9,1,0.11862522141510125,0
CUST_1495,12,69.52751062705045,Monthly,Enterprise,16,1,-0.1156375531352522,0
CUST_1496,7,33.751500736762544,Monthly,Basic,9,1,0.058242496316187276,0
CUST_1497,13,45.58978169488361,Monthly,Basic,11,1,0.005051091525581947,0
CUST_1498,22,75.50522047030364,Yearly,Enterprise,13,1,-0.13552610235151819,0
CUST_1499,8,129.87273604903095,Two-Year,Premium,25,1,-0.42136368024515475,0
CUST_1500,9,154.77473386517735,Monthly,Premium,23,1,-0.5448736693258867,0
CUST_1501,9,96.45306598236088,Yearly,Enterprise,21,1,-0.2532653299118044,0
CUST_1502,8,33.55848513241587,Monthly,Basic,8,1,0.06020757433792068,0
CUST_1503,12,36.71511963287232,Monthly,Basic,4,1,0.0484244018356384,0
CUST_1504,12,84.16501254795133,Monthly,Enterprise,12,1,-0.18882506273975663,0
CUST_1505,7,25.73641417527864,Monthly,Basic,4,1,0.09831792912360683,0
CUST_1506,18,33.13127613353078,Monthly,Basic,8,1,0.07234361933234609,0
CUST_1507,8,148.99769434364214,Yearly,Premium,12,1,-0.5169884717182107,0
CUST_1508,14,10.920740355867965,Monthly,Basic,2,1,0.1793962982206602,0
CUST_1509,11,40.75954231736404,Yearly,Basic,9,1,0.027202288413179815,0
CUST_1510,11,21.450559914103145,Yearly,Basic,5,1,0.12374720042948428,0
CUST_1511,14,43.055370178334854,Yearly,Basic,14,1,0.018723149108325732,0
CUST_1512,10,18.441078061433796,Monthly,Basic,8,1,0.13779460969283103,1
CUST_1513,11,66.08845732089468,Monthly,Enterprise,7,1,-0.09944228660447335,0
CUST_1514,9,21.34571929976383,Yearly,Basic,4,1,0.12227140350118086,0
CUST_1515,12,59.39185185949213,Two-Year,Enterprise,9,1,-0.0649592592974606,0
CUST_1516,14,23.646438160451158,Yearly,Basic,5,1,0.11576780919774422,0
CUST_1517,10,13.371949033185057,Yearly,Basic,6,1,0.16314025483407474,0
CUST_1518,12,29.547549678436987,Yearly,Basic,5,1,0.0842622516078151,0
CUST_1519,14,33.38875126938203,Yearly,Basic,14,1,0.06705624365308988,0
CUST_1520,9,71.73537865048864,Monthly,Enterprise,16,1,-0.1296768932524432,0
CUST_1521,7,81.84026896148964,Yearly,Enterprise,18,1,-0.1822013448074482,0
CUST_1522,6,96.24755010932998,Monthly,Enterprise,8,1,-0.2552377505466499,0
CUST_1523,11,35.27180789803453,Yearly,Basic,4,1,0.05464096050982736,0
CUST_1524,12,7.28537260858689,Monthly,Basic,1,1,0.19557313695706557,0
CUST_1525,13,191.25234501420718,Two-Year,Premium,24,1,-0.7232617250710358,0
CUST_1526,21,78.86710727269863,Two-Year,Enterprise,10,1,-0.15333553636349312,0
CUST_1527,16,30.064471828199373,Monthly,Basic,16,1,0.08567764085900313,0
CUST_1528,10,75.74771574729826,Yearly,Enterprise,7,1,-0.14873857873649127,0
CUST_1529,13,80.7414652912123,Monthly,Enterprise,13,1,-0.17070732645606146,0
CUST_1530,15,44.036086021357455,Yearly,Basic,7,1,0.01481956989321273,0
CUST_1531,10,100.75043366818059,Yearly,Premium,15,1,-0.27375216834090293,0
CUST_1532,14,85.44297387785707,Two-Year,Enterprise,13,1,-0.19321486938928534,0
CUST_1533,13,64.34831108188601,Monthly,Enterprise,11,1,-0.08874155540943002,0
CUST_1534,13,3.944815706132617,Two-Year,Basic,7,1,0.21327592146933694,0
CUST_1535,15,52.24601218477416,Monthly,Enterprise,9,1,-0.026230060923870785,0
CUST_1536,12,119.97941493369213,Monthly,Premium,21,1,-0.3678970746684606,0
CUST_1537,11,73.02761289987836,Yearly,Enterprise,10,1,-0.1341380644993918,0
CUST_1538,9,105.6094397079953,Yearly,Premium,16,1,-0.29904719853997647,0
CUST_1539,15,43.66041773929635,Monthly,Basic,14,1,0.016697911303518248,0
CUST_1540,11,9.25568840624089,Monthly,Basic,3,1,0.18472155796879555,0
CUST_1541,10,66.75474453974523,Monthly,Enterprise,10,1,-0.10377372269872615,0
CUST_1542,10,53.71860210424152,Monthly,Enterprise,25,1,-0.03859301052120759,0
CUST_1543,14,36.384501026754585,Two-Year,Basic,5,1,0.05207749486622709,0
CUST_1544,8,29.425195456065655,Two-Year,Basic,11,1,0.08087402271967174,0
CUST_1545,18,14.703895142508019,Yearly,Basic,5,1,0.1644805242874599,0
CUST_1546,9,99.58292821479013,Yearly,Premium,21,1,-0.26891464107395063,0
CUST_1547,7,57.505417389397294,Yearly,Enterprise,11,1,-0.06052708694698644,0
CUST_1548,8,43.043230564422856,Yearly,Basic,12,1,0.012783847177885721,0
CUST_1549,10,10.362339063473474,Monthly,Basic,5,1,0.17818830468263264,0
CUST_1550,14,34.90659002119264,Yearly,Basic,13,1,0.05946704989403681,1
CUST_1551,8,54.416021059595366,Monthly,Enterprise,12,1,-0.04408010529797682,0
CUST_1552,10,40.341021144630055,Two-Year,Basic,6,1,0.028294894276849725,0
CUST_1553,13,47.675134564620684,Monthly,Enterprise,3,1,-0.005375672823103417,0
CUST_1554,9,14.387239448205719,Yearly,Basic,4,1,0.15706380275897142,0
CUST_1555,14,39.55422160281971,Yearly,Basic,10,1,0.03622889198590146,0
CUST_1556,13,68.28959469621743,Monthly,Enterprise,11,1,-0.10844797348108715,0
CUST_1557,6,31.719705870764408,Two-Year,Basic,2,1,0.06740147064617796,0
CUST_1558,16,9.961009857059128,Monthly,Basic,7,1,0.18619495071470438,1
CUST_1559,13,3.31729574946322,Yearly,Basic,6,1,0.21641352125268393,1
CUST_1560,10,8.921572796775813,Monthly,Basic,11,1,0.18539213601612095,0
CUST_1561,11,39.8260254430571,Monthly,Basic,14,1,0.03186987278471451,0
CUST_1562,14,16.161756416580722,Monthly,Basic,4,1,0.1531912179170964,1
CUST_1563,11,80.03784382633843,Yearly,Enterprise,15,1,-0.1691892191316921,0
CUST_1564,13,42.54393045128668,Yearly,Basic,8,1,0.02028034774356663,0
CUST_1565,15,65.23711251029378,Monthly,Enterprise,12,1,-0.09118556255146887,0
CUST_1566,11,164.4674955726241,Monthly,Premium,24,1,-0.5913374778631204,0
CUST_1567,10,31.799817985744184,Monthly,Basic,12,1,0.0710009100712791,0
CUST_1568,14,130.16233495156357,Two-Year,Premium,18,1,-0.41681167475781783,0
CUST_1569,8,50.116104742232636,Monthly,Enterprise,9,1,-0.022580523711163175,0
CUST_1570,12,56.17811559783762,Two-Year,Enterprise,11,1,-0.04889057798918808,0
CUST_1571,13,65.82633846860625,Yearly,Enterprise,15,1,-0.0961316923430312,0
CUST_1572,15,68.15115803007474,Monthly,Enterprise,14,1,-0.10575579015037367,0
CUST_1573,11,34.230018309031074,Monthly,Basic,3,1,0.05984990845484464,0
CUST_1574,8,35.07288118770015,Yearly,Basic,12,1,0.05263559406149926,0
CUST_1575,17,22.427725603450924,Yearly,Basic,9,1,0.1248613719827454,0
CUST_1576,9,89.87675253587051,Two-Year,Enterprise,13,1,-0.2203837626793525,0
CUST_1577,11,12.507672324907618,Monthly,Basic,5,1,0.1684616383754619,0
CUST_1578,16,3.709120207294396,Yearly,Basic,4,1,0.21745439896352803,0
CUST_1579,12,25.879216923942582,Yearly,Basic,9,1,0.1026039153802871,0
CUST_1580,10,88.90792224120614,Monthly,Enterprise,5,1,-0.21453961120603066,0
CUST_1581,14,37.13266747676837,Monthly,Basic,16,1,0.048336662616158155,0
CUST_1582,9,19.35314795688843,Yearly,Basic,4,1,0.13223426021555784,0
CUST_1583,8,13.597976020509964,Yearly,Basic,6,1,0.16001011989745018,0
CUST_1584,9,68.20310118463446,Monthly,Enterprise,18,1,-0.11201550592317228,0
CUST_1585,8,53.45204034456975,Monthly,Enterprise,15,1,-0.03926020172284875,0
CUST_1586,7,39.642182359355935,Yearly,Basic,8,1,0.02878908820322032,0
CUST_1587,10,32.097158939198934,Monthly,Basic,15,1,0.06951420530400534,0
CUST_1588,7,97.39893526927872,Yearly,Enterprise,9,1,-0.2599946763463936,0
CUST_1589,9,37.36029023074871,Yearly,Basic,8,1,0.042198548846256456,0
CUST_1590,14,18.043314493851494,Two-Year,Basic,6,1,0.14378342753074252,1
CUST_1591,19,91.25261433335426,Yearly,Enterprise,24,1,-0.21726307166677128,0
CUST_1592,12,46.30833699448358,Two-Year,Enterprise,4,1,0.0004583150275820902,0
CUST_1593,15,15.682280454193256,Yearly,Basic,4,1,0.15658859772903372,0
CUST_1594,11,15.874683154544336,Yearly,Basic,8,1,0.15162658422727832,1
CUST_1595,8,96.36049197874947,Two-Year,Enterprise,14,1,-0.2538024598937473,0
CUST_1596,11,6.190094986991171,Two-Year,Basic,2,1,0.20004952506504414,0
CUST_1597,10,2.22734155392262,Yearly,Basic,5,1,0.21886329223038692,0
CUST_1598,14,40.818421875472424,Monthly,Basic,9,1,0.029907890622637878,0
CUST_1599,7,31.87873609660743,Monthly,Basic,8,1,0.06760631951696286,0
CUST_1600,19,10.6623978900819,Two-Year,Basic,11,1,0.1856880105495905,0
CUST_1601,10,24.396076299517595,Yearly,Basic,8,1,0.10801961850241203,0
CUST_1602,11,41.667881101729,Two-Year,Basic,9,1,0.02266059449135499,0
CUST_1603,9,23.58092913590876,Monthly,Basic,8,1,0.11109535432045621,0
CUST_1604,10,72.93716721222128,Monthly,Enterprise,12,1,-0.1346858360611064,0
CUST_1605,17,36.54765294522929,Monthly,Basic,5,1,0.054261735273853556,0
CUST_1606,14,21.73450251429368,Two-Year,Basic,6,1,0.12532748742853161,0
CUST_1607,10,41.4853065839231,Monthly,Basic,8,1,0.02257346708038452,0
CUST_1608,13,60.91926706986892,Monthly,Enterprise,10,1,-0.07159633534934456,0
CUST_1609,9,54.25540117975247,Monthly,Enterprise,12,1,-0.04227700589876235,0
CUST_1610,11,3.4049406202758523,Two-Year,Basic,5,1,0.21397529689862074,0
CUST_1611,10,43.2372672244698,Two-Year,Basic,13,1,0.013813663877651011,0
CUST_1612,10,64.18893045290696,Monthly,Enterprise,15,1,-0.09094465226453474,0
CUST_1613,11,23.407819182550394,Monthly,Basic,2,1,0.11396090408724804,0
CUST_1614,12,19.134587671471685,Monthly,Basic,10,1,0.13632706164264158,0
CUST_1615,15,158.11324879892206,Yearly,Premium,15,1,-0.5555662439946103,0
CUST_1616,11,88.41094760255336,Monthly,Enterprise,11,1,-0.2110547380127668,0
CUST_1617,9,152.33645121266082,Two-Year,Premium,19,1,-0.532682256063304,0
CUST_1618,5,101.51020176950362,Yearly,Premium,26,5,-0.20255100884751814,0
CUST_1619,7,130.02220670519574,Yearly,Premium,17,1,-0.42311103352597873,0
CUST_1620,16,25.56631419096071,Two-Year,Basic,5,1,0.10816842904519647,0
CUST_1621,12,62.043362642847285,Monthly,Enterprise,10,1,-0.0782168132142364,0
CUST_1622,22,30.82346494844938,Yearly,Basic,8,1,0.0878826752577531,0
CUST_1623,7,60.95327692455955,Yearly,Enterprise,12,1,-0.07776638462279772,0
CUST_1624,13,33.48357234146424,Yearly,Basic,3,1,0.06558213829267881,0
CUST_1625,8,78.21800859899277,Yearly,Enterprise,8,1,-0.16309004299496382,0
CUST_1626,13,34.44996531816968,Monthly,Basic,10,1,0.06075017340915159,0
CUST_1627,7,13.894752325632895,Two-Year,Basic,14,1,0.15752623837183555,0
CUST_1628,18,32.09455816674492,Yearly,Basic,6,1,0.07752720916627541,0
CUST_1629,16,56.94439035603362,Yearly,Enterprise,12,1,-0.04872195178016811,0
CUST_1630,17,20.591845200263105,Yearly,Basic,10,1,0.13404077399868447,1
CUST_1631,20,37.15717045129438,Yearly,Basic,6,1,0.05421414774352809,0
CUST_1632,9,40.83899223142567,Yearly,Basic,7,1,0.024805038842871663,0
CUST_1633,18,16.643571404295855,Monthly,Basic,5,1,0.15478214297852072,1
CUST_1634,16,32.003706795539465,Yearly,Basic,10,1,0.0759814660223027,0
CUST_1635,7,18.20811704366863,Monthly,Basic,10,1,0.13595941478165688,1
CUST_1636,10,29.38705559327009,Monthly,Basic,10,1,0.08306472203364958,0
CUST_1637,18,14.91364962230378,Two-Year,Basic,10,1,0.16343175188848114,0
CUST_1638,12,25.95856387861485,Yearly,Basic,7,1,0.10220718060692577,0
CUST_1639,13,4.838539178441705,Two-Year,Basic,5,1,0.2088073041077915,0
CUST_1640,14,129.7536908087134,Yearly,Premium,15,1,-0.41476845404356694,0
CUST_1641,9,161.58628132019587,Yearly,Premium,23,1,-0.5789314066009794,0
CUST_1642,13,45.26877923320663,Yearly,Basic,8,1,0.006656103833966864,0
CUST_1643,8,34.855333219612056,Yearly,Basic,8,1,0.05372333390193973,0
CUST_1644,9,13.37435078421056,Yearly,Basic,7,1,0.1621282460789472,0
CUST_1645,28,18.466655586500774,Two-Year,Basic,6,1,0.15566672206749615,0
CUST_1646,6,37.44735661047651,Two-Year,Basic,8,1,0.038763216947617446,0
CUST_1647,14,42.57936390938793,Two-Year,Basic,6,1,0.021103180453060366,0
CUST_1648,13,22.997757414223564,Two-Year,Basic,8,1,0.1180112129288822,0
CUST_1649,10,29.726670862815467,Two-Year,Basic,5,1,0.08136664568592268,0
CUST_1650,6,66.35396726889324,Yearly,Enterprise,10,1,-0.10576983634446618,0
